2023/10/11 12:20:53 Starting gRPC server on localhost:55555...
2023/10/11 12:21:17 Login request from alice_johnson: 44rSFJQ9qtHWTBAvrsKd5K/p2j0=
2023/10/11 12:21:17 alice_johnson was just logged in
2023/10/11 12:21:17 User alice_johnson request to join the chat room!
2023/10/11 12:21:17 User alice_johnson is allowed to join the chat room!
2023/10/11 12:21:19 alice_johnson requested connected users list
2023/10/11 12:21:20 alice_johnson requested connected users list
2023/10/11 12:21:22 alice_johnson requested connected users list
2023/10/11 12:21:23 alice_johnson requested connected users list
2023/10/11 12:21:25 alice_johnson requested connected users list
2023/10/11 12:21:26 alice_johnson requested connected users list
2023/10/11 12:21:28 alice_johnson requested connected users list
2023/10/11 12:21:29 alice_johnson requested connected users list
2023/10/11 12:21:31 alice_johnson requested connected users list
2023/10/11 12:21:32 Login request from bob_greenwood: /VMVjx9V2g2tzyDvc0KEb7WwK+Y=
2023/10/11 12:21:32 bob_greenwood was just logged in
2023/10/11 12:21:32 User bob_greenwood request to join the chat room!
2023/10/11 12:21:32 User bob_greenwood is allowed to join the chat room!
2023/10/11 12:21:32 alice_johnson requested connected users list
2023/10/11 12:21:33 bob_greenwood requested connected users list
2023/10/11 12:21:34 alice_johnson requested connected users list
2023/10/11 12:21:35 bob_greenwood requested connected users list
2023/10/11 12:21:35 alice_johnson requested connected users list
2023/10/11 12:21:36 bob_greenwood requested connected users list
2023/10/11 12:21:37 alice_johnson requested connected users list
2023/10/11 12:21:38 bob_greenwood requested connected users list
2023/10/11 12:21:38 alice_johnson requested connected users list
2023/10/11 12:21:39 bob_greenwood requested connected users list
2023/10/11 12:21:40 alice_johnson requested connected users list
2023/10/11 12:21:41 bob_greenwood requested connected users list
2023/10/11 12:21:41 alice_johnson requested connected users list
2023/10/11 12:21:42 bob_greenwood requested connected users list
2023/10/11 12:21:43 alice_johnson requested connected users list
2023/10/11 12:21:44 bob_greenwood requested connected users list
2023/10/11 12:21:44 alice_johnson requested connected users list
2023/10/11 12:21:45 bob_greenwood requested connected users list
2023/10/11 12:21:46 alice_johnson requested connected users list
2023/10/11 12:21:47 Room chat request from alice_johnson: hi bob
2023/10/11 12:21:47 bob_greenwood requested connected users list
2023/10/11 12:21:47 alice_johnson requested connected users list
